800.184255908645	68
800.202539807537	76
800.220823915751	61
800.239108232997	32
800.257392759565	27
800.27567749531	32
800.293962440377	73
800.312247594766	49
800.330532958187	40
800.34881853093	43
800.367104312851	53
800.385390303948	59
800.403676504368	70
800.421962913965	76
800.440249532884	67
800.45853636098	89
800.476823398253	57
800.495110644849	75
800.513398100621	59
800.531685765571	46
800.549973639698	34
800.568261723148	72
800.586550015919	47
800.604838517723	38
800.623127228849	21
800.641416149297	25
800.659705278923	15
800.677994617726	20
800.696284165706	13
800.714573922864	11
800.732863889344	55
800.751154065146	39
800.769444450126	16
800.787735044283	12
800.806025847762	29
800.824316860274	23
800.842608082253	23
800.860899513265	25
800.879191153454	42
800.897483003111	26
800.9157750618	16
800.934067329811	41
800.952359807	40
800.970652493511	30
800.9889453892	49
801.007238494067	55
801.025531808256	35
801.043825331477	24
801.062119064166	52
801.080413005888	58
801.098707156932	41
801.117001517299	27
801.135296086843	35
801.153590865565	49
801.171885853465	55
801.190181050542	51
801.208476456942	58
801.226772072664	54
801.245067897419	49
801.263363931642	66
801.281660174898	79
801.299956627476	36
801.318253289232	57
801.33655016031	29
801.354847240422	84
801.373144529856	73
801.391442028613	63
801.409739736548	55
801.42803765366	71
801.44633577995	77
801.464634115563	85
801.482932660499	98
801.501231414468	51
801.519530377759	29
801.537829550229	46
801.556128932021	62
801.574428522991	28
801.592728323139	22
801.61102833261	44
801.629328551258	31
801.647628979085	40
801.665929616235	18
801.684230462418	10
801.702531518068	36
801.720832782752	35
801.739134256758	11
801.757435940087	13
801.775737832595	10
801.79403993428	39
801.812342245144	42
801.83064476533	18
801.848947494695	34
801.867250433238	21
801.885553581103	31
801.903856938147	27
801.922160504514	25
801.940464280059	26
801.958768264782	11
801.977072458828	35
801.995376862053	32
802.01368147431	31
802.031986296036	44
802.05029132694	74
802.068596567022	61
802.086902016427	48
802.105207675011	75
802.123513542773	57
802.141819619858	50
802.160125905976	78
802.178432401562	46
802.196739106182	26
802.21504602027	52
802.233353143391	48
802.251660475836	87
802.269968017459	65
802.28827576826	51
802.306583728384	41
802.324891897687	70
802.343200276169	40
802.361508863973	55
802.379817660956	70
802.398126667263	27
802.416435882748	43
802.434745307411	41
802.453054941253	32
802.471364784418	30
802.489674836762	72
802.507985098283	51
802.526295569129	47
802.544606249298	53
802.562917138501	56
802.581228237027	71
802.599539544876	29
802.617851061759	18
802.636162787966	46
